Category,Subcategory,Product Title,Price,Rating,Product URL
Fashion,Men's Clothing,GRECIILOOKS Trouser Pant for Men | Loose Fit Man Track Pants | Formal Causal Regular Fit | Baggy Stylish | Relaxed Cargo | Summer| Stretchable (Sports | Gym | Yoga),499,3.8,https://www.amazon.in/GRECIILOOKS-Regular-Track-Pant-Gl-Tp-1011-Large-White/dp/B0CXPWH84N/ref=sr_1_7?dib=eyJ2IjoiMSJ9.0ChJVkFJ62HndBNGLJZ1tupwIbgJZfNkKApa4DWtZq0tZIdC7Qe76pbd4cX8AjfHwWTne-uKzqiNF-Yib981S2wZMOwVA-c0xzV8pGnhEWO-ObVepxjT6WJpZ07H_31-3h4n0jqs0MV4g5veXtF0j8Uu3nCV_SlZzqEsRtyCwlSFa80j4VJuN16VMDE0Pe8QGnwiJTCk_a1tFcq8GlxuX5Ggq3trtmF5kGBV4x-iIT6VCeax7XTXaly84Ex9Y7mlf4CqyQQEXUYdV2LHjw1iUpOUqe_dSaImAhSLFsNlsf8.KbCsOUEy-6r40iWMl729iXVeSFiUFFihl5sDxABBwcI&dib_tag=se&keywords=mens+clothing&qid=1747506043&sr=8-7
Fashion,Men's Clothing,Bellstone Men's Solid Regular Fit Dress Shirt,399,3.6,https://www.amazon.in/Bellstone-Solid-Cotton-Blend-Straight/dp/B0CJJRXQKX/ref=sr_1_8?dib=eyJ2IjoiMSJ9.0ChJVkFJ62HndBNGLJZ1tupwIbgJZfNkKApa4DWtZq0tZIdC7Qe76pbd4cX8AjfHwWTne-uKzqiNF-Yib981S2wZMOwVA-c0xzV8pGnhEWO-ObVepxjT6WJpZ07H_31-3h4n0jqs0MV4g5veXtF0j8Uu3nCV_SlZzqEsRtyCwlSFa80j4VJuN16VMDE0Pe8QGnwiJTCk_a1tFcq8GlxuX5Ggq3trtmF5kGBV4x-iIT6VCeax7XTXaly84Ex9Y7mlf4CqyQQEXUYdV2LHjw1iUpOUqe_dSaImAhSLFsNlsf8.KbCsOUEy-6r40iWMl729iXVeSFiUFFihl5sDxABBwcI&dib_tag=se&keywords=mens+clothing&qid=1747506043&sr=8-8
Fashion,Men's Clothing,TAGDO Men's Solid Shirt with Chest Pocket Short Sleeve Shirt for Summer Outdoor Activities (5182),359,3.9,https://www.amazon.in/TAGDO-Outdoor-Activities-Sugar-Shirt-5182-Off-White-XL/dp/B0D2NW5FV4/ref=sr_1_9?dib=eyJ2IjoiMSJ9.0ChJVkFJ62HndBNGLJZ1tupwIbgJZfNkKApa4DWtZq0tZIdC7Qe76pbd4cX8AjfHwWTne-uKzqiNF-Yib981S2wZMOwVA-c0xzV8pGnhEWO-ObVepxjT6WJpZ07H_31-3h4n0jqs0MV4g5veXtF0j8Uu3nCV_SlZzqEsRtyCwlSFa80j4VJuN16VMDE0Pe8QGnwiJTCk_a1tFcq8GlxuX5Ggq3trtmF5kGBV4x-iIT6VCeax7XTXaly84Ex9Y7mlf4CqyQQEXUYdV2LHjw1iUpOUqe_dSaImAhSLFsNlsf8.KbCsOUEy-6r40iWMl729iXVeSFiUFFihl5sDxABBwcI&dib_tag=se&keywords=mens+clothing&qid=1747506043&sr=8-9
Fashion,Men's Clothing,Lymio Polo T Shirt for Men || Men Casual T-Shirt (Polo 44-47),399,3.8,https://www.amazon.in/Lymio-Polo-Casual-T-Shirt-Polo-46-Orange-M/dp/B0DP7PFL12/ref=sr_1_10?dib=eyJ2IjoiMSJ9.0ChJVkFJ62HndBNGLJZ1tupwIbgJZfNkKApa4DWtZq0tZIdC7Qe76pbd4cX8AjfHwWTne-uKzqiNF-Yib981S2wZMOwVA-c0xzV8pGnhEWO-ObVepxjT6WJpZ07H_31-3h4n0jqs0MV4g5veXtF0j8Uu3nCV_SlZzqEsRtyCwlSFa80j4VJuN16VMDE0Pe8QGnwiJTCk_a1tFcq8GlxuX5Ggq3trtmF5kGBV4x-iIT6VCeax7XTXaly84Ex9Y7mlf4CqyQQEXUYdV2LHjw1iUpOUqe_dSaImAhSLFsNlsf8.KbCsOUEy-6r40iWMl729iXVeSFiUFFihl5sDxABBwcI&dib_tag=se&keywords=mens+clothing&qid=1747506043&sr=8-10
Fashion,Women's Clothing,IQBAL FASHION Big Size Kurti (Free Size),720,4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzAxMTE5NDU4ODcxMTcyOjE3NDc1MDg1ODA6c3BfYXRmOjMwMDU1ODA4NDI0NDIzMjo6MDo6&url=%2FIQBAL-FASHION-Size-Kurti-Free%2Fdp%2FB0F7HL5YN1%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE%26dib_tag%3Dse%26keywords%3Dwomens%2Bclothing%26qid%3D1747508580%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Fashion,Women's Clothing,HSR Winter Warm Thermal Fleece Lined Women Leggings Pants (Waist Size : 26 to 34 Inch Stretchable) (Black-Ankle),369,3.9,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzAxMTE5NDU4ODcxMTcyOjE3NDc1MDg1ODA6c3BfYXRmOjMwMDQ2MTU0NzAxOTAzMjo6MDo6&url=%2FHSR-Winter-Thermal-Fleece-Leggings%2Fdp%2FB0CQ8QHWHV%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE%26dib_tag%3Dse%26keywords%3Dwomens%2Bclothing%26qid%3D1747508580%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Fashion,Women's Clothing,FUNDAY FASHION Women Regular Fit Solid Casual Shirt,359,3.7,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzAxMTE5NDU4ODcxMTcyOjE3NDc1MDg1ODA6c3BfYXRmOjMwMDAxNjIzNjM0NjkzMjo6MDo6&url=%2FFUNDAY-FASHION-Women-Solid-Casual%2Fdp%2FB0BV7BKK5V%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE%26dib_tag%3Dse%26keywords%3Dwomens%2Bclothing%26qid%3D1747508580%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Fashion,Women's Clothing,Alan Jones Clothing Women's Cotton Hooded Neck Sweatshirt,729,4.1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzAxMTE5NDU4ODcxMTcyOjE3NDc1MDg1ODA6c3BfYXRmOjIwMDg5Mjg4OTIwODA2OjowOjo&url=%2FAlan-Jones-Sleeve-Sweatshirt-XX-Large%2Fdp%2FB07T9CZXLY%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE%26dib_tag%3Dse%26keywords%3Dwomens%2Bclothing%26qid%3D1747508580%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Fashion,Women's Clothing,GoSriKi Women's Rayon Viscose Anarkali Printed Kurta with Palazzo & Dupatta,799,3.7,https://www.amazon.in/GoSriKi-Anarkali-Printed-Dupatta-Yellow-GS_M_Yellow_Medium/dp/B0DD76X72T/ref=sr_1_5?dib=eyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE&dib_tag=se&keywords=womens+clothing&qid=1747508580&sr=8-5
Fashion,Women's Clothing,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and Stay Fresh Treatment (Pack of 3_Colors & Prints May Vary),499,4.2,https://www.amazon.in/Jockey-Womens-Hipster-1406_Dark-Assorted_M/dp/B010FMJP76/ref=sr_1_6?dib=eyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE&dib_tag=se&keywords=womens+clothing&qid=1747508580&sr=8-6
Fashion,Women's Clothing,Nermosa Women Cotton Block Printed Kurta Pant With Dupatta,699,4.1,https://www.amazon.in/Nermosa-Block-Printed-Kurta-Dupatta/dp/B0DCZBTRZ1/ref=sr_1_7?dib=eyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE&dib_tag=se&keywords=womens+clothing&qid=1747508580&sr=8-7
Fashion,Women's Clothing,ANNI DESIGNER Women's Rayon Blend Kurta with Pant,499,4,https://www.amazon.in/ANNI-DESIGNER-Straight-VCM-Blue_L_Blue_Large/dp/B0DFH176DH/ref=sr_1_8?dib=eyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE&dib_tag=se&keywords=womens+clothing&qid=1747508580&sr=8-8
Fashion,Women's Clothing,GRECIILOOKS Textured Trousers for Women | Women Loose Fit Trousers | Women's High-Waisted Pant | Women Trousers Pants | Korean Trousers for Women,549,3.9,https://www.amazon.in/GRECIILOOKS-Textured-Trousers-High-Waisted-Regular/dp/B0DSVZX76B/ref=sr_1_9?dib=eyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE&dib_tag=se&keywords=womens+clothing&qid=1747508580&sr=8-9
Fashion,Women's Clothing,Leriya Fashion Women DRESS,599,4,https://www.amazon.in/Leriya-Fashion-Geometric-LF-W1872-TR920_Blue_S/dp/B0D7N2KF34/ref=sr_1_10?dib=eyJ2IjoiMSJ9.OWx_ipHDxnEZ6cSrCPdXxNMSsNcyEmofaFULnCHtMhLkkWnFDMVKJGZEC-K2RkyDNIXW8stnEuF2EL-OO1pRKj-ybIGlths6OvOG_jnvy4yhN_K8rid-zzG1yF2_b0iNMBd08QRBLPCMKagCOKFXUyaDPm2TGbQK3r4OWw7G30fN8FkfWgl87E7UzGAuDNUZaZ8xQru9zttrn-ATl8a12KlT9_Xdtbm7B48KI5lKVR6U2P2pb1PlPr7EKMHlb4K2wBa4rneqfqdgS8U6uQib98vfAGWaCVqXo7Lx7qiPy_0.m7xyTUJG2hZUo6DOZYikrM8KbN1fhp1ANx0k5HttDIE&dib_tag=se&keywords=womens+clothing&qid=1747508580&sr=8-10
Home,Home Decor,"SPHINX White Ceramic Donut Vase, 6 Inch Modern Flower Vase for Pampas Grass, Dried Flowers, Home & Office Decor, Centerpiece, Handcrafted Gift Vase Only",168,4.1,https://www.amazon.in/SPHINX-Ceramic-Flower-Centrepiece-Gifts-Vase/dp/B0CQ23K1SB/ref=sr_1_1?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-1
Home,Home Decor,Ancient Shoppee Wooden 1 Glass Test Tube Home Decor Planter Modern Flower Vase with Wood Stand Plant Propagation,139,4.2,https://www.amazon.in/Ancient-Shoppee-Wooden-Planter-Propagation/dp/B0CJ744N7Z/ref=sr_1_2?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-2
Home,Home Decor,"Dekorly Artificial Potted Plants, 8 Pack Artificial Plastic Eucalyptus Plants Small Indoor Potted Houseplants, Small Faux Plants for Home Decor Bathroom Office Farmhouse (Set 0F 8)",288,4.2,https://www.amazon.in/Artificial-Plants-Eucalyptus-Houseplants-Home/dp/B0BCKLM33P/ref=sr_1_3?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-3
Home,Home Decor,"Webelkart Premium Wooden Key Holder for Home/Office Decor/Key Hanger for Wall Decor,Decorative Item for Home (Cute Krishna)",275,4.5,https://www.amazon.in/Webelkart-Premium-Wooden-Decorative-Krishna/dp/B0DV5LQXXJ/ref=sr_1_4?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-4
Home,Home Decor,"DOCAT 3D Ocean Wave Effect Night Light for Bedroom, 16 Colors Gradual Rotating LED Projection Night Lamp Projector for Bedroom Light Decor, Crystal Table Lamp for Home, Remote Control (Night Lamp)",297,4.3,https://www.amazon.in/DOCAT-Bedroom-Rotating-Projection-Projector/dp/B0DSJKQXD9/ref=sr_1_5?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-5
Home,Home Decor,"Global Grabbers New 25 Centimetre Meditating Sitting Buddha Statue showpiece Idol Home Decor Items for Living Room and Gifts (1, Orange Black)",378,4.2,https://www.amazon.in/Global-Grabbers-Sitting-Buddha-Showpiece/dp/B07LF3PQYF/ref=sr_1_6?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-6
Home,Home Decor,"Webelkart Premium Home Keys Wooden Key Holder (29 cm x 13.5 cm x 0.4 cm, Wood) 7 Hook - Decorative Items for Home Decor (Brown)",179,4.2,https://www.amazon.in/Webelkart-JC04768/dp/B08PPL3ZM8/ref=sr_1_7?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-7
Home,Home Decor,eCraftIndia Colorful 4 Monks Buddha Figurines - for Home Decor| Office Decor| Chrismas Decor| Diwali Decor| Vaastu Decor| Fengshui,142,4.4,https://www.amazon.in/eCraftIndia-Colorful-Monks-Buddha-Figurines/dp/B07P41VGFP/ref=sr_1_8?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-8
Home,Home Decor,"Artvibes Home Decorative Wall Art MDF Wooden Wall Hanger for Living room | Bedroom | Gifts | Wall Hangings for Decoration | Modern Decor Items | Artworks Canvas Painting (WH_6603N), Set of 6",229,4.3,https://www.amazon.in/Artvibes-Decorative-Livingroom-Hangings-Decoration/dp/B0B94444P5/ref=sr_1_9?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-9
Home,Home Decor,fancymart Plastic Pack Of 2 Artificial Vine Plants Falling With Small Size Pot-Natural Touch&Feel Home Décor-Perfect For Home And Office Decoration-Size 45 Cm | Artificial Plant,261,4.1,https://www.amazon.in/fancymart-Artificial-Vine-Plant-Falling/dp/B0C1W5BKK2/ref=sr_1_10?dib=eyJ2IjoiMSJ9.Fj-dvL-DKr5GiKNVCGfO-5jfbUnRUTpsMbMgiIi-t8QKot86lIv-jIkyycCcXVN2__1IHaK9ifC68q6Qa1EqvZ673OUkbLGaq24dataJ7jFphzVKQsvTsWPk1MKmCoTja0ff_qua3iSf6CySA-3EfgyztiU1xqOwSa1jP9uW_MeIFbd_VVkHtyoDc4FQyZEn022Wi-YwdotRv8KJvGbpi32tUjRCeHoMl2P9iaRe7pkryIRNYdVqediNsxe_9T7-dUHNZhEoZyqDoEGqsU99tsv79SenHo87pg4TG0CrAxQ.sdEnZu-6KfnXDvqaVx3V26lJ4PUsgxAR8EUPAKQbojs&dib_tag=se&keywords=home+decor&qid=1747506101&sr=8-10
